Year,Gender,Education,Constant,Income,Income_SD,Percentage,Percentage_SD,NumberOfPeople,NumberOfPeople_SD
1990,Male,Master,FALSE,NA,NA,NA,NA,NA,NA
1995,Male,Master,FALSE,55220,973,NA,NA,3395,95.7292
2000,Male,Master,FALSE,68320,1506,82.7897,0.8714,3680,92.5686
2001,Male,Master,FALSE,70900,687,82.4178,0.603,3961,68.5457
2002,Male,Master,FALSE,67280,1294,82.2375,0.597,4065,69.4246
2003,Male,Master,FALSE,70640,562,81.0535,0.6033,4124,69.9179
2004,Male,Master,FALSE,71530,490,83.082,0.5761,4243,70.9016
2005,Male,Master,FALSE,75030,1229,82.6566,0.5782,4275,71.1637
2006,Male,Master,FALSE,75430,859,83.508,0.5526,4542,73.311
2007,Male,Master,FALSE,76280,416,83.5218,0.5374,4800,75.3233
2008,Male,Master,FALSE,80960,468,80.9246,0.5656,4709,74.6202
2009,Male,Master,FALSE,79340,1568,82.0186,0.5647,4575,73.5717
2010,Male,Master,FALSE,80960,453,79.9794,0.5751,4670,74.3167
2011,Male,Master,FALSE,83030,755,82.3099,0.5465,4839,75.6224
2012,Male,Master,FALSE,85120,1412,80.7553,0.55,5003.4913,76.8703
2013,Male,Master,FALSE,86310,1429,82.5341,0.668,5146,98.5897
2014,Male,Master,FALSE,84760,1988,82.6726,0.5683,5401,88.208
2015,Male,Master,FALSE,86740,1632,82.6728,0.5445,5883,92.1554
2016,Male,Master,FALSE,88430,2215,82.7677,0.5395,5975,92.8583
2017,Male,Master,FALSE,91600,648,82.7196,0.5359,6065,93.5405
2018,Male,Master,FALSE,99620,1750,81.6655,0.7795,6080,134.2944
2019,Male,Master,FALSE,100560,502,82.8097,0.7925,6537,149.3262
1990,Male,Professional,FALSE,NA,NA,NA,NA,NA,NA
1995,Male,Professional,FALSE,79670,2582,NA,NA,1208,57.4948
2000,Male,Professional,FALSE,99410,20832,85.8491,1.3926,1274,54.7746
2001,Male,Professional,FALSE,1.00E+05,NA,84.6154,1.0116,1298,39.4584
2002,Male,Professional,FALSE,1.00E+05,NA,85.6582,0.985,1308,39.6093
2003,Male,Professional,FALSE,1.00E+05,NA,84.3554,0.998,1348,40.207
2004,Male,Professional,FALSE,1.00E+05,NA,83.3333,1.0342,1305,39.5641
2005,Male,Professional,FALSE,1.00E+05,NA,83.7309,1.0024,1369,40.5172
2006,Male,Professional,FALSE,1.00E+05,NA,85.9469,0.9373,1425,41.3328
2007,Male,Professional,FALSE,1.00E+05,NA,83.1461,1.0271,1332,39.969
2008,Male,Professional,FALSE,1.00E+05,NA,82.4228,1.0186,1388,40.7958
2009,Male,Professional,FALSE,123240,2539,85.0968,0.9934,1319,39.7746
2010,Male,Professional,FALSE,115300,4891,81.4352,1.0956,1237,38.5249
2011,Male,Professional,FALSE,119470,1917,81.5558,1.0668,1300,39.4886
2012,Male,Professional,FALSE,116350,5632,84.4352,1.0144,1300.6244,39.498
2013,Male,Professional,FALSE,126730,8647,83.2112,1.3403,1249,48.9703
2014,Male,Professional,FALSE,121750,5986,83.4767,1.1171,1359,44.6175
2015,Male,Professional,FALSE,131190,7197,82.0915,1.1897,1256,42.9209
2016,Male,Professional,FALSE,117550,7311,82.3239,1.2286,1169,41.4138
2017,Male,Professional,FALSE,127230,5441,83.662,1.1908,1188,41.7477
2018,Male,Professional,FALSE,135440,10136,85.1296,1.6151,1248,61.2878
2019,Male,Professional,FALSE,150100,7151,84.5651,1.7243,1293,66.9711
1990,Male,Doctor,FALSE,NA,NA,NA,NA,NA,NA
1995,Male,Doctor,FALSE,65340,2188,NA,NA,853,48.3668
2000,Male,Doctor,FALSE,80250,2446,82.5119,1.6484,1038,49.4689
2001,Male,Doctor,FALSE,86970,3013,82.2275,1.1799,1041,35.3557
2002,Male,Doctor,FALSE,83310,2076,82.7506,1.1606,1065,35.7592
2003,Male,Doctor,FALSE,87130,2528,80.2632,1.216,1037,35.288
2004,Male,Doctor,FALSE,82400,2423,81.7431,1.1629,1088,36.1415
2005,Male,Doctor,FALSE,85860,3061,82.4207,1.122,1144,37.0556
2006,Male,Doctor,FALSE,1.00E+05,NA,83.4164,1.0897,1172,37.5042
2007,Male,Doctor,FALSE,92090,1894,83.5189,1.1101,1125,36.7481
2008,Male,Doctor,FALSE,1.00E+05,NA,83.0735,1.122,1119,36.6504
2009,Male,Doctor,FALSE,100740,519,81.1788,1.1109,1212,38.1356
2010,Male,Doctor,FALSE,101220,653,82.2442,1.0782,1246,38.6641
2011,Male,Doctor,FALSE,100770,192,80.9554,1.0883,1271,39.048
2012,Male,Doctor,FALSE,106470,4656,81.4163,1.0182,1432.8811,41.4462
2013,Male,Doctor,FALSE,105280,4631,79.7407,1.2979,1476,53.2095
2014,Male,Doctor,FALSE,100710,852,81.2463,1.1541,1369,44.7805
2015,Male,Doctor,FALSE,102340,4801,80.0331,1.1394,1451,46.1172
2016,Male,Doctor,FALSE,120430,4017,83.5436,1.0319,1589,48.2491
2017,Male,Doctor,FALSE,118450,4152,81.997,1.0342,1667,49.4125
2018,Male,Doctor,FALSE,115790,5892,79.6752,1.5516,1619,69.7668
2019,Male,Doctor,FALSE,128650,4977,83.2833,1.5579,1664,75.9293
1990,Female,Overall,FALSE,21370,NA,NA,NA,28636,234.7195
1995,Female,Overall,FALSE,24880,160,NA,NA,32673,268.2006
2000,Female,Overall,FALSE,30330,138,64.5633,0.3045,37762,271.611
2001,Female,Overall,FALSE,31360,91,64.2693,0.2158,38228,196.9672
2002,Female,Overall,FALSE,31010,83,64.1412,0.215,38510,197.555
2003,Female,Overall,FALSE,31570,85,64.3573,0.2146,38681,197.9095
2004,Female,Overall,FALSE,31990,80,64.4991,0.2136,39072,198.7152
2005,Female,Overall,FALSE,33080,242,65.277,0.2112,40021,200.6413
2006,Female,Overall,FALSE,35100,113,66.1908,0.2079,41311,203.1947
2007,Female,Overall,FALSE,36090,105,66.6572,0.2058,42196,204.9045
2008,Female,Overall,FALSE,36700,109,64.4344,0.2085,40979,202.5445
2009,Female,Overall,FALSE,37260,107,64.3473,0.21,40376,201.3513
2010,Female,Overall,FALSE,38290,272,64.4497,0.2105,40196,200.992
2011,Female,Overall,FALSE,38910,216,64.9979,0.2089,40885,202.3596
2012,Female,Overall,FALSE,39980,294,64.7607,0.2077,41318.786,203.2099
2013,Female,Overall,FALSE,40610,134,65.5769,0.2607,42021,258.7942
2014,Female,Overall,FALSE,40830,151,66.0643,0.2254,42957,228.4816
2015,Female,Overall,FALSE,41680,146,66.3131,0.2227,44012,234.8284
2016,Female,Overall,FALSE,43010,617,67.1746,0.2203,44968,236.9119
2017,Female,Overall,FALSE,44620,530,67.9506,0.218,45868,238.8393
2018,Female,Overall,FALSE,46570,204,68.4958,0.3084,46945,349.2654
2019,Female,Overall,FALSE,49680,413,69.2297,0.3257,48431,378
1990,Female,LessThan9thGrade,FALSE,12250,NA,NA,NA,847,45.5715
1995,Female,LessThan9thGrade,FALSE,13580,490,NA,NA,774,46.084
2000,Female,LessThan9thGrade,FALSE,15800,327,53.5098,1.8414,930,46.8365
2001,Female,LessThan9thGrade,FALSE,16690,255,54.021,1.3212,927,33.3716
2002,Female,LessThan9thGrade,FALSE,16510,297,52.6413,1.359,858,32.1102
2003,Female,LessThan9thGrade,FALSE,16910,256,56.4797,1.3825,882,32.5546
2004,Female,LessThan9thGrade,FALSE,17020,241,56.3424,1.3515,917,33.1918
2005,Female,LessThan9thGrade,FALSE,16140,250,56.4972,1.3641,902,32.9203
2006,Female,LessThan9thGrade,FALSE,18130,408,58.5213,1.3543,934,33.4969
2007,Female,LessThan9thGrade,FALSE,18260,461,56.7978,1.4291,823,31.4508
2008,Female,LessThan9thGrade,FALSE,18630,494,51.5843,1.3816,814,31.2789
2009,Female,LessThan9thGrade,FALSE,18480,451,51.9759,1.42,776,30.5425
2010,Female,LessThan9thGrade,FALSE,18240,592,51.6584,1.4579,732,29.6667
2011,Female,LessThan9thGrade,FALSE,20100,250,52.1768,1.4197,779,30.6013
2012,Female,LessThan9thGrade,FALSE,20060,514,49.9593,1.4779,689.6506,28.7983
2013,Female,LessThan9thGrade,FALSE,19840,502,56.0057,1.8384,788,38.9342
2014,Female,LessThan9thGrade,FALSE,20990,279,53.4946,1.5693,796,34.1863
2015,Female,LessThan9thGrade,FALSE,21050,275,54.9399,1.5602,823,34.7691
2016,Female,LessThan9thGrade,FALSE,22210,485,55.4033,1.6643,728,32.7062
2017,Female,LessThan9thGrade,FALSE,22360,533,57.3353,1.6423,766,33.5467
2018,Female,LessThan9thGrade,FALSE,22970,1042,56.2696,2.4137,718,46.5235
2019,Female,LessThan9thGrade,FALSE,24560,595,57.3969,2.624,710,49.6728
1990,Female,Highschool not completed,FALSE,14430,NA,NA,NA,1861,67.2841
1995,Female,Highschool not completed,FALSE,15830,293,NA,NA,1763,69.338
2000,Female,Highschool not completed,FALSE,17920,434,56.5091,1.2993,1950,67.6589
2001,Female,Highschool not completed,FALSE,19160,359,55.345,0.9395,1869,47.2922
2002,Female,Highschool not completed,FALSE,19310,360,55.4885,0.9478,1841,46.9393
2003,Female,Highschool not completed,FALSE,18940,327,53.7581,0.963,1739,45.6302
2004,Female,Highschool not completed,FALSE,19160,319,56.1212,0.9631,1797,46.3793
2005,Female,Highschool not completed,FALSE,20130,274,54.4884,0.9689,1740,45.6432
2006,Female,Highschool not completed,FALSE,20130,270,55.9801,0.9608,1802,46.4433
2007,Female,Highschool not completed,FALSE,20400,292,55.2985,0.9999,1649,44.4421
2008,Female,Highschool not completed,FALSE,20410,295,52.7591,1.0057,1568,43.3441
2009,Female,Highschool not completed,FALSE,21230,301,54.503,1.0359,1519,42.6659
2010,Female,Highschool not completed,FALSE,20880,334,52.4283,1.0725,1371,40.5466
2011,Female,Highschool not completed,FALSE,21110,131,49.1103,1.0357,1380,40.6787
2012,Female,Highschool not completed,FALSE,21390,285,51.0955,1.0676,1351.037,40.252
2013,Female,Highschool not completed,FALSE,22250,544,52.2972,1.0678,1309,50.1265
2014,Female,Highschool not completed,FALSE,21990,322,54.067,1.2077,1356,44.5685
2015,Female,Highschool not completed,FALSE,22670,714,51.4961,1.2035,1308,43.7965
2016,Female,Highschool not completed,FALSE,24800,562,56.0195,1.2129,1382,45.0126
2017,Female,Highschool not completed,FALSE,25450,459,55.1171,1.2238,1341,44.343
2018,Female,Highschool not completed,FALSE,25140,576,56.4373,1.7707,1337,63.427
2019,Female,Highschool not completed,FALSE,26740,337,58.5139,1.9338,1323,67.7404
1990,Female,Highschool completed,FALSE,18320,NA,NA,NA,11810,162.7791
1995,Female,Highschool completed,FALSE,20460,162,NA,NA,11064,168.5896
2000,Female,Highschool completed,FALSE,24970,236,64.1178,0.5446,11789,162.4788
2001,Female,Highschool completed,FALSE,25300,132,63.504,0.3897,11690,115.8225
2002,Female,Highschool completed,FALSE,25180,121,63.2443,0.3897,11687,115.8084
2003,Female,Highschool completed,FALSE,26070,118,64.4024,0.392,11587,115.337
2004,Female,Highschool completed,FALSE,26030,116,64.4905,0.3956,11392,114.4109
2005,Female,Highschool completed,FALSE,26290,134,65.0738,0.3953,11419,114.5397
2006,Female,Highschool completed,FALSE,26740,136,65.6414,0.3914,11652,115.6437
2007,Female,Highschool completed,FALSE,27240,133,65.7005,0.3949,11447,114.6731
2008,Female,Highschool completed,FALSE,28380,283,62.4266,0.4034,10851,111.7926
2009,Female,Highschool completed,FALSE,29150,273,62.363,0.4107,10467,109.8882
2010,Female,Highschool completed,FALSE,29860,260,62.5858,0.418,10117,108.1172
2011,Female,Highschool completed,FALSE,30010,145,62.9546,0.42,10040,107.7229
2012,Female,Highschool completed,FALSE,30410,165,62.3046,0.4228,9870.2551,106.8476
2013,Female,Highschool completed,FALSE,30800,173,63.8216,0.4612,9990,135.9496
2014,Female,Highschool completed,FALSE,30650,151,63.5874,0.4704,9802,117.7364
2015,Female,Highschool completed,FALSE,31250,138,64.1314,0.4724,9739,117.7765
2016,Female,Highschool completed,FALSE,31540,152,63.7489,0.4698,9832,118.3182
2017,Female,Highschool completed,FALSE,32240,199,64.4551,0.4715,9783,118.0331
2018,Female,Highschool completed,FALSE,32620,471,65.821,0.6684,10014,171.3178
2019,Female,Highschool completed,FALSE,35100,307,66.2997,0.7184,9998,183.6395
1990,Female,College no degree,FALSE,22230,NA,NA,NA,6462,123.1049
1995,Female,College no degree,FALSE,24000,274,NA,NA,6329,129.4917
2000,Female,College no degree,FALSE,28700,364,65.2908,0.6888,7391,130.0322
2001,Female,College no degree,FALSE,30420,186,65.0612,0.4949,7283,92.2935
2002,Female,College no degree,FALSE,29400,299,65.0075,0.4925,7354,92.7282
2003,Female,College no degree,FALSE,30140,176,64.1552,0.4923,7341,92.6488
2004,Female,College no degree,FALSE,30820,135,64.1794,0.4928,7330,92.5815
2005,Female,College no degree,FALSE,31400,165,63.4776,0.4881,7452,93.3244
2006,Female,College no degree,FALSE,31950,165,65.8735,0.4843,7613,94.2947
2007,Female,College no degree,FALSE,32840,415,66.7116,0.4751,7916,96.0905
2008,Female,College no degree,FALSE,32630,355,64.6998,0.4889,7456,93.3487
2009,Female,College no degree,FALSE,34090,483,63.8503,0.4981,7164,91.5597
2010,Female,College no degree,FALSE,33400,410,63.2687,0.498,7150,91.4729
2011,Female,College no degree,FALSE,34590,512,62.9413,0.5033,6989,90.4682
2012,Female,College no degree,FALSE,35060,452,61.7236,0.5049,6899.4205,89.9038
2013,Female,College no degree,FALSE,35240,312,63.3513,0.6173,7070,115.0879
2014,Female,College no degree,FALSE,34380,891,64.2902,0.5479,7241,101.7418
2015,Female,College no degree,FALSE,36140,273,65.4291,0.5382,7525,103.9288
2016,Female,College no degree,FALSE,36880,273,65.6984,0.5464,7305,102.4375
2017,Female,College no degree,FALSE,36620,259,65.5192,0.5579,7004,100.3574
2018,Female,College no degree,FALSE,38840,600,65.0789,0.8031,6965,143.5432
2019,Female,College no degree,FALSE,40810,272,66.2513,0.8607,6965,154.0307
1990,Female,AssociateDegree,FALSE,NA,NA,NA,NA,NA,NA
1995,Female,AssociateDegree,FALSE,27310,428,NA,NA,3336,94.9113
2000,Female,AssociateDegree,FALSE,31070,307,66.6343,0.9232,4118,97.8213
2001,Female,AssociateDegree,FALSE,32150,231,65.8391,0.6529,4190,70.4653
2002,Female,AssociateDegree,FALSE,31630,211,65.569,0.6458,4285,71.2454
2003,Female,AssociateDegree,FALSE,32250,241,65.5681,0.6372,4397,72.1534
2004,Female,AssociateDegree,FALSE,33480,489,64.5777,0.629,4505,73.0175
2005,Female,AssociateDegree,FALSE,33940,497,67.2375,0.6132,4751,74.9456
2006,Female,AssociateDegree,FALSE,35160,376,67.3172,0.6126,4760,75.0151
2007,Female,AssociateDegree,FALSE,36330,283,67.3228,0.6043,4891,76.0193
2008,Female,AssociateDegree,FALSE,36760,243,65.4644,0.6002,4955,76.5047
2009,Female,AssociateDegree,FALSE,37270,310,64.5347,0.6015,4924,76.27
2010,Female,AssociateDegree,FALSE,37770,588,64.3041,0.5967,4999,76.8365
2011,Female,AssociateDegree,FALSE,39290,40,66.2663,0.5901,5131,77.8226
2012,Female,AssociateDegree,FALSE,37320,455,64.6712,0.5828,5245.5814,78.6676
2013,Female,AssociateDegree,FALSE,37700,751,65.0768,0.7894,5253,99.5868
2014,Female,AssociateDegree,FALSE,37480,591,66.4707,0.6342,5426,88.4073
2015,Female,AssociateDegree,FALSE,40190,437,65.5829,0.6292,5507,89.2198
2016,Female,AssociateDegree,FALSE,40220,362,67.6844,0.6151,5764,91.2373
2017,Female,AssociateDegree,FALSE,40640,335,67.9707,0.611,5838,91.8094
2018,Female,AssociateDegree,FALSE,41490,329,67.8279,0.8779,5802,131.2436
2019,Female,AssociateDegree,FALSE,42300,540,67.8311,0.93,5961,142.728
1990,Female,BachelorOrHigher,FALSE,30380,NA,NA,NA,7655,133.3385
1995,Female,BachelorOrHigher,FALSE,35260,313,NA,NA,9406,156.2956
2000,Female,BachelorOrHigher,FALSE,42710,439,66.525,0.5504,11584,161.141
2001,Female,BachelorOrHigher,FALSE,44780,367,66.5961,0.3817,12269,118.5064
2002,Female,BachelorOrHigher,FALSE,43250,568,66.5352,0.3783,12484,119.4841
2003,Female,BachelorOrHigher,FALSE,45120,291,66.4319,0.3746,12735,120.6131
2004,Female,BachelorOrHigher,FALSE,45910,229,66.6938,0.3691,13131,122.3678
2005,Female,BachelorOrHigher,FALSE,46950,232,68.2122,0.3601,13758,125.0829
2006,Female,BachelorOrHigher,FALSE,49570,441,68.5659,0.35,14549,128.4045
2007,Female,BachelorOrHigher,FALSE,50400,158,69.3118,0.339,15469,132.1331
2008,Female,BachelorOrHigher,FALSE,51410,145,67.9321,0.3411,15335,131.5986
2009,Female,BachelorOrHigher,FALSE,51880,169,68.0011,0.339,15526,132.3596
2010,Female,BachelorOrHigher,FALSE,51940,159,68.5227,0.3356,15826,133.5434
2011,Female,BachelorOrHigher,FALSE,52140,88,69.5963,0.3274,16566,136.4054
2012,Female,BachelorOrHigher,FALSE,53690,888,70.0413,0.3204,17262.841,139.0286
2013,Female,BachelorOrHigher,FALSE,55720,416,69.65,0.3978,17611,177.5051
2014,Female,BachelorOrHigher,FALSE,55940,333,70.0221,0.3436,18336,158.0876
2015,Female,BachelorOrHigher,FALSE,57220,527,70.1325,0.3365,19109,162.2399
2016,Female,BachelorOrHigher,FALSE,60060,483,71.0138,0.3285,19957,165.5453
2017,Female,BachelorOrHigher,FALSE,60740,270,72.1932,0.3178,21136,169.999
2018,Female,BachelorOrHigher,FALSE,61760,227,72.6631,0.4437,22147,249.9834
2019,Female,BachelorOrHigher,FALSE,62480,893,73.1748,0.4617,23473,275.1284
1990,Female,Bachelor,FALSE,28020,NA,NA,NA,4704,105.7783
1995,Female,Bachelor,FALSE,32050,273,NA,NA,6434,130.5174
2000,Female,Bachelor,FALSE,40420,284,66.6582,0.6667,7899,134.2624
2001,Female,Bachelor,FALSE,40990,231,66.5726,0.4653,8257,98.0666
2002,Female,Bachelor,FALSE,40850,173,65.8923,0.466,8229,97.906
2003,Female,Bachelor,FALSE,41330,204,65.8157,0.4631,8330,98.4837
2004,Female,Bachelor,FALSE,41680,172,66.3243,0.4544,8664,100.3666
2005,Female,Bachelor,FALSE,42170,179,68.0264,0.4435,9074,102.6234
2006,Female,Bachelor,FALSE,45410,259,68.4043,0.43,9645,105.6728
2007,Female,Bachelor,FALSE,45770,262,68.3671,0.4237,9931,107.1619
2008,Female,Bachelor,FALSE,47030,237,67.8367,0.4256,9856,106.7737
2009,Female,Bachelor,FALSE,46830,260,68.2672,0.4209,10066,107.8563
2010,Female,Bachelor,FALSE,47440,336,67.7082,0.4246,9903,107.0172
2011,Female,Bachelor,FALSE,49110,103,69.4228,0.4107,10537,110.2383
2012,Female,Bachelor,FALSE,50170,290,70.5566,0.4016,10961.497,112.3334
2013,Female,Bachelor,FALSE,50750,341,70.414,0.4982,11124,143.1062
2014,Female,Bachelor,FALSE,51350,230,70.2856,0.4351,11420,126.6458
2015,Female,Bachelor,FALSE,51680,278,70.3232,0.4289,11751,128.9139
2016,Female,Bachelor,FALSE,52030,257,70.6481,0.4216,12143,130.9556
2017,Female,Bachelor,FALSE,52440,601,71.9042,0.4067,12937,134.9792
2018,Female,Bachelor,FALSE,56680,466,71.86,0.5745,13302,196.4506
2019,Female,Bachelor,FALSE,57420,805,72.4551,0.5954,14207,217.4
1990,Female,Master,FALSE,NA,NA,NA,NA,NA,NA
1995,Female,Master,FALSE,40260,556,NA,NA,2268,78.5203
2000,Female,Master,FALSE,50140,735,64.9264,1.1139,2823,81.2405
2001,Female,Master,FALSE,50670,328,65.556,0.7602,3089,60.6434
2002,Female,Master,FALSE,48890,595,66.1492,0.7379,3281,62.4745
2003,Female,Master,FALSE,50160,454,66.3392,0.7275,3376,63.3598
2004,Female,Master,FALSE,51320,263,66.3462,0.7196,3451,64.0497
2005,Female,Master,FALSE,51410,283,68.2709,0.7049,3591,65.3167
2006,Female,Master,FALSE,52440,561,67.532,0.6904,3746,66.6897
2007,Female,Master,FALSE,55430,412,70.6308,0.6345,4389,72.089
2008,Female,Master,FALSE,57510,745,66.9016,0.6541,4176,70.3496
2009,Female,Master,FALSE,61070,304,67.5491,0.6474,4261,71.0492
2010,Female,Master,FALSE,59100,1021,68.5235,0.6241,4576,73.5796
2011,Female,Master,FALSE,60300,533,69.006,0.6154,4700,74.5503
2012,Female,Master,FALSE,60930,464,67.9918,0.6043,4887.1894,75.9903
2013,Female,Master,FALSE,61280,561,67.4412,0.8244,4963,96.8583
2014,Female,Master,FALSE,60830,442,69.2488,0.6396,5310,87.4783
2015,Female,Master,FALSE,62380,1135,68.2705,0.6258,5562,89.6557
2016,Female,Master,FALSE,64910,1091,71.0798,0.5991,5997,93.0256
2017,Female,Master,FALSE,68510,1524,72.4391,0.5811,6308,95.3558
2018,Female,Master,FALSE,66740,581,73.4204,0.7946,6856,142.4392
2019,Female,Master,FALSE,70810,543,73.6171,0.834,7160,156.1229
1990,Female,Professional,FALSE,NA,NA,NA,NA,NA,NA
1995,Female,Professional,FALSE,50000,2532,NA,NA,421,34.0248
2000,Female,Professional,FALSE,58960,3552,70.5964,2.6116,509,34.6839
2001,Female,Professional,FALSE,61750,3976,70.3311,1.8257,531,25.278
2002,Female,Professional,FALSE,57020,2421,74.2857,1.7297,572,26.2335
2003,Female,Professional,FALSE,66490,3469,72.3214,1.7548,567,26.1189
2004,Female,Professional,FALSE,75040,2436,71.5013,1.7682,564,26.0498
2005,Female,Professional,FALSE,80460,2774,71.1809,1.6372,657,28.1102
2006,Female,Professional,FALSE,76240,2488,73.5556,1.6145,662,28.2167
2007,Female,Professional,FALSE,71100,910,74.0823,1.6049,666,28.3016
2008,Female,Professional,FALSE,71300,2859,74.0413,1.5097,753,30.0879
2009,Female,Professional,FALSE,83910,3210,66.4474,1.717,606,27
2010,Female,Professional,FALSE,76740,2723,73.8717,1.6627,622,27.3532
2011,Female,Professional,FALSE,80720,135,72.8211,1.6545,635,27.6368
2012,Female,Professional,FALSE,94470,6655,73.1584,1.6085,669.6004,28.3777
2013,Female,Professional,FALSE,85400,6196,73.9049,1.8625,793,39.0571
2014,Female,Professional,FALSE,91810,8587,73.7643,1.6461,776,33.7555
2015,Female,Professional,FALSE,82470,5049,75.8955,1.6151,784,33.9376
2016,Female,Professional,FALSE,92030,4468,75.7658,1.561,841,35.1462
2017,Female,Professional,FALSE,100180,4817,75.5869,1.5976,805,34.3879
2018,Female,Professional,FALSE,99780,7090,78.2938,2.206,826,49.8919
2019,Female,Professional,FALSE,102460,9619,74.9319,2.4377,825,53.5349
1990,Female,Doctor,FALSE,NA,NA,NA,NA,NA,NA
1995,Female,Doctor,FALSE,48140,2373,NA,NA,283,27.9082
2000,Female,Doctor,FALSE,57080,2999,71.4575,3.1274,353,28.8944
2001,Female,Doctor,FALSE,62120,2228,70.8861,2.1215,392,21.7252
2002,Female,Doctor,FALSE,65720,2268,73.7615,2.0695,402,22.0001
2003,Female,Doctor,FALSE,67210,2462,71.8507,1.9477,462,23.5819
2004,Female,Doctor,FALSE,68880,2450,71.1811,1.9738,452,23.3257
2005,Female,Doctor,FALSE,66850,2490,67.3344,2.0217,437,22.9362
2006,Female,Doctor,FALSE,70520,1779,73.9583,1.8592,497,24.457
2007,Female,Doctor,FALSE,68990,2155,71.1765,1.9075,484,24.1357
2008,Female,Doctor,FALSE,74030,2144,69.9746,1.7955,550,25.7252
2009,Female,Doctor,FALSE,76580,912,68.2814,1.7357,592,26.6871
2010,Female,Doctor,FALSE,77390,2174,76.3158,1.5148,725,29.5249
2011,Female,Doctor,FALSE,77460,21,73.5949,1.5765,694,28.8887
2012,Female,Doctor,FALSE,77900,3616,73.8846,1.5196,744.5542,29.9192
2013,Female,Doctor,FALSE,75090,3515,69.3839,1.9713,732,37.5296
2014,Female,Doctor,FALSE,80540,2875,68.1445,1.6203,830,34.9064
2015,Female,Doctor,FALSE,82310,3752,74.5214,1.4351,1012,38.5429
2016,Female,Doctor,FALSE,86370,4485,71.345,1.4837,976,37.8535
2017,Female,Doctor,FALSE,92030,3137,71.7593,1.4051,1085,39.9039
2018,Female,Doctor,FALSE,95170,5083,73.8882,1.9243,1163,59.1714
2019,Female,Doctor,FALSE,101170,952,77.9671,1.9083,1281,66.6609
